Cluster_norm,Cluster
Cluster-62862.0,Cluster_62862_0.p1
Cluster-31995.1,Cluster_31995_1.p1
Cluster-31995.1,Cluster_31995_1.p2
Cluster-31995.0,Cluster_31995_0.p1
Cluster-31995.0,Cluster_31995_0.p2
Cluster-42991.1,Cluster_42991_1.p1
Cluster-42991.0,Cluster_42991_0.p1
Cluster-42991.2,Cluster_42991_2.p1
Cluster-4959.0,Cluster_4959_0.p1
Cluster-4959.0,Cluster_4959_0.p2
Cluster-55539.3,Cluster_55539_3.p1
Cluster-55539.3,Cluster_55539_3.p2
Cluster-55539.3,Cluster_55539_3.p3
Cluster-55539.2,Cluster_55539_2.p1
Cluster-55539.2,Cluster_55539_2.p2
Cluster-55539.0,Cluster_55539_0.p1
Cluster-55539.0,Cluster_55539_0.p2
Cluster-55539.0,Cluster_55539_0.p3
Cluster-55539.0,Cluster_55539_0.p4
Cluster-55539.0,Cluster_55539_0.p5
Cluster-55539.0,Cluster_55539_0.p6
Cluster-43626.0,Cluster_43626_0.p1
Cluster-43626.0,Cluster_43626_0.p2
Cluster-42148.3,Cluster_42148_3.p1
Cluster-42148.3,Cluster_42148_3.p2
Cluster-42148.1,Cluster_42148_1.p1
Cluster-6094.0,Cluster_6094_0.p1
Cluster-42148.4,Cluster_42148_4.p1
Cluster-38419.0,Cluster_38419_0.p1
Cluster-33000.8,Cluster_33000_8.p1
Cluster-33000.8,Cluster_33000_8.p2
Cluster-33000.8,Cluster_33000_8.p3
Cluster-33000.8,Cluster_33000_8.p4
Cluster-33000.8,Cluster_33000_8.p5
Cluster-33000.8,Cluster_33000_8.p6
Cluster-33000.8,Cluster_33000_8.p7
Cluster-33000.9,Cluster_33000_9.p1
Cluster-33000.2,Cluster_33000_2.p1
Cluster-33000.2,Cluster_33000_2.p2
Cluster-33000.2,Cluster_33000_2.p3
Cluster-33000.2,Cluster_33000_2.p4
Cluster-33000.2,Cluster_33000_2.p5
Cluster-33000.2,Cluster_33000_2.p6
Cluster-12904.2,Cluster_12904_2.p1
Cluster-33000.7,Cluster_33000_7.p1
Cluster-33000.7,Cluster_33000_7.p2
Cluster-12904.0,Cluster_12904_0.p1
Cluster-12904.1,Cluster_12904_1.p1
Cluster-45710.3,Cluster_45710_3.p1
Cluster-45710.2,Cluster_45710_2.p1
Cluster-32046.1,Cluster_32046_1.p1
Cluster-32046.1,Cluster_32046_1.p2
Cluster-32046.0,Cluster_32046_0.p1
Cluster-29237.1,Cluster_29237_1.p1
Cluster-29237.0,Cluster_29237_0.p1
Cluster-29237.0,Cluster_29237_0.p2
Cluster-48718.2,Cluster_48718_2.p1
Cluster-40128.9,Cluster_40128_9.p1
Cluster-40128.9,Cluster_40128_9.p2
Cluster-15095.0,Cluster_15095_0.p1
Cluster-15095.0,Cluster_15095_0.p2
Cluster-15095.0,Cluster_15095_0.p3
Cluster-15095.0,Cluster_15095_0.p4
Cluster-25244.2,Cluster_25244_2.p1
Cluster-25244.0,Cluster_25244_0.p1
Cluster-19707.1,Cluster_19707_1.p1
Cluster-39508.1,Cluster_39508_1.p1
Cluster-39508.1,Cluster_39508_1.p2
Cluster-39508.1,Cluster_39508_1.p3
Cluster-39508.1,Cluster_39508_1.p4
Cluster-39508.0,Cluster_39508_0.p1
Cluster-39508.0,Cluster_39508_0.p2
Cluster-39508.0,Cluster_39508_0.p3
Cluster-39508.2,Cluster_39508_2.p1
Cluster-39508.2,Cluster_39508_2.p2
Cluster-39508.2,Cluster_39508_2.p3
Cluster-17104.0,Cluster_17104_0.p1
Cluster-61880.0,Cluster_61880_0.p1
Cluster-61880.0,Cluster_61880_0.p2
Cluster-22657.0,Cluster_22657_0.p1
Cluster-22657.4,Cluster_22657_4.p1
Cluster-55750.18,Cluster_55750_18.p1
Cluster-55750.18,Cluster_55750_18.p2
Cluster-55920.0,Cluster_55920_0.p1
Cluster-60675.0,Cluster_60675_0.p1
Cluster-60675.0,Cluster_60675_0.p2
Cluster-60675.0,Cluster_60675_0.p3
Cluster-60675.1,Cluster_60675_1.p1
Cluster-60675.1,Cluster_60675_1.p2
Cluster-42480.10,Cluster_42480_10.p1
Cluster-42480.10,Cluster_42480_10.p2
Cluster-42480.11,Cluster_42480_11.p1
Cluster-24091.0,Cluster_24091_0.p1
Cluster-36152.0,Cluster_36152_0.p1
Cluster-36152.0,Cluster_36152_0.p2
Cluster-30245.0,Cluster_30245_0.p1
Cluster-23090.0,Cluster_23090_0.p1
Cluster-23090.0,Cluster_23090_0.p2
Cluster-23090.0,Cluster_23090_0.p3
Cluster-23090.0,Cluster_23090_0.p4
Cluster-23090.1,Cluster_23090_1.p1
Cluster-23090.1,Cluster_23090_1.p2
Cluster-23090.1,Cluster_23090_1.p3
Cluster-70.13,Cluster_70_13.p1
Cluster-33472.0,Cluster_33472_0.p1
Cluster-55664.0,Cluster_55664_0.p1
Cluster-55664.1,Cluster_55664_1.p1
Cluster-55664.1,Cluster_55664_1.p2
Cluster-55664.1,Cluster_55664_1.p3
Cluster-53117.0,Cluster_53117_0.p1
Cluster-53117.0,Cluster_53117_0.p2
Cluster-53117.0,Cluster_53117_0.p3
Cluster-29489.6,Cluster_29489_6.p1
Cluster-13018.0,Cluster_13018_0.p1
Cluster-43260.0,Cluster_43260_0.p1
Cluster-43260.0,Cluster_43260_0.p2
Cluster-43260.0,Cluster_43260_0.p3
Cluster-16475.0,Cluster_16475_0.p1
Cluster-37406.0,Cluster_37406_0.p1
Cluster-19787.0,Cluster_19787_0.p1
Cluster-8688.0,Cluster_8688_0.p1
Cluster-8688.0,Cluster_8688_0.p2
Cluster-46612.0,Cluster_46612_0.p1
Cluster-37421.4,Cluster_37421_4.p1
Cluster-37421.4,Cluster_37421_4.p2
Cluster-55870.1,Cluster_55870_1.p1
Cluster-55870.0,Cluster_55870_0.p1
Cluster-37421.1,Cluster_37421_1.p1
Cluster-37421.1,Cluster_37421_1.p2
Cluster-37421.1,Cluster_37421_1.p3
Cluster-37421.0,Cluster_37421_0.p1
Cluster-37421.3,Cluster_37421_3.p1
Cluster-37421.3,Cluster_37421_3.p2
Cluster-37421.2,Cluster_37421_2.p1
Cluster-37421.2,Cluster_37421_2.p2
Cluster-37421.2,Cluster_37421_2.p3
Cluster-51508.0,Cluster_51508_0.p1
Cluster-51508.0,Cluster_51508_0.p2
Cluster-51508.0,Cluster_51508_0.p3
Cluster-51508.0,Cluster_51508_0.p4
Cluster-59755.1,Cluster_59755_1.p1
Cluster-59755.0,Cluster_59755_0.p1
Cluster-39387.32,Cluster_39387_32.p1
Cluster-16335.0,Cluster_16335_0.p1
Cluster-40081.11,Cluster_40081_11.p1
Cluster-40081.11,Cluster_40081_11.p2
Cluster-40081.11,Cluster_40081_11.p3
Cluster-37092.0,Cluster_37092_0.p1
Cluster-37092.0,Cluster_37092_0.p2
Cluster-48385.0,Cluster_48385_0.p1
Cluster-48385.0,Cluster_48385_0.p2
Cluster-48385.0,Cluster_48385_0.p3
Cluster-55717.1,Cluster_55717_1.p1
Cluster-37183.0,Cluster_37183_0.p1
Cluster-22904.5,Cluster_22904_5.p1
Cluster-22904.5,Cluster_22904_5.p2
Cluster-22904.1,Cluster_22904_1.p1
Cluster-28207.0,Cluster_28207_0.p1
Cluster-28207.0,Cluster_28207_0.p2
Cluster-40081.10,Cluster_40081_10.p1
Cluster-40081.10,Cluster_40081_10.p2
Cluster-40081.10,Cluster_40081_10.p3
Cluster-28749.0,Cluster_28749_0.p1
Cluster-59203.0,Cluster_59203_0.p1
Cluster-59203.0,Cluster_59203_0.p2
Cluster-59203.0,Cluster_59203_0.p3
Cluster-20238.0,Cluster_20238_0.p1
Cluster-57440.0,Cluster_57440_0.p1
Cluster-51489.1,Cluster_51489_1.p1
Cluster-51489.1,Cluster_51489_1.p2
Cluster-54485.0,Cluster_54485_0.p1
Cluster-30717.0,Cluster_30717_0.p1
Cluster-30717.0,Cluster_30717_0.p2
Cluster-53118.1,Cluster_53118_1.p1
Cluster-53118.1,Cluster_53118_1.p2
Cluster-18551.2,Cluster_18551_2.p1
Cluster-18551.1,Cluster_18551_1.p1
Cluster-4525.1,Cluster_4525_1.p1
Cluster-4525.0,Cluster_4525_0.p1
Cluster-4525.2,Cluster_4525_2.p1
Cluster-18848.5,Cluster_18848_5.p1
Cluster-21912.1,Cluster_21912_1.p1
Cluster-21912.3,Cluster_21912_3.p1
Cluster-21912.3,Cluster_21912_3.p2
Cluster-21912.3,Cluster_21912_3.p3
Cluster-12730.1,Cluster_12730_1.p1
Cluster-12730.1,Cluster_12730_1.p2
Cluster-12730.0,Cluster_12730_0.p1
Cluster-12730.3,Cluster_12730_3.p1
Cluster-12730.3,Cluster_12730_3.p2
Cluster-12730.5,Cluster_12730_5.p1
Cluster-12730.5,Cluster_12730_5.p2
Cluster-12730.4,Cluster_12730_4.p1
Cluster-12730.4,Cluster_12730_4.p2
Cluster-39480.4,Cluster_39480_4.p1
Cluster-44251.1,Cluster_44251_1.p1
Cluster-46644.0,Cluster_46644_0.p1
Cluster-46644.1,Cluster_46644_1.p1
Cluster-46644.1,Cluster_46644_1.p2
Cluster-46644.1,Cluster_46644_1.p3
Cluster-37322.1,Cluster_37322_1.p1
Cluster-37322.1,Cluster_37322_1.p2
Cluster-37322.1,Cluster_37322_1.p3
Cluster-37322.0,Cluster_37322_0.p1
Cluster-37322.0,Cluster_37322_0.p2
Cluster-37322.0,Cluster_37322_0.p3
Cluster-37322.0,Cluster_37322_0.p4
Cluster-37322.0,Cluster_37322_0.p5
Cluster-37322.3,Cluster_37322_3.p1
Cluster-37322.3,Cluster_37322_3.p2
Cluster-37322.3,Cluster_37322_3.p3
Cluster-37322.3,Cluster_37322_3.p4
Cluster-37322.3,Cluster_37322_3.p5
Cluster-37322.3,Cluster_37322_3.p6
Cluster-37322.3,Cluster_37322_3.p7
Cluster-37322.3,Cluster_37322_3.p8
Cluster-37322.3,Cluster_37322_3.p9
Cluster-37322.3,Cluster_37322_3.p10
Cluster-37322.3,Cluster_37322_3.p11
Cluster-37322.3,Cluster_37322_3.p12
Cluster-37322.3,Cluster_37322_3.p13
Cluster-37322.3,Cluster_37322_3.p14
Cluster-37322.3,Cluster_37322_3.p15
Cluster-37322.2,Cluster_37322_2.p1
Cluster-37322.2,Cluster_37322_2.p2
Cluster-37322.2,Cluster_37322_2.p3
Cluster-37322.2,Cluster_37322_2.p4
Cluster-37322.2,Cluster_37322_2.p5
Cluster-37322.2,Cluster_37322_2.p6
Cluster-37322.2,Cluster_37322_2.p7
Cluster-37322.2,Cluster_37322_2.p8
Cluster-37322.2,Cluster_37322_2.p9
Cluster-37322.2,Cluster_37322_2.p10
Cluster-37322.2,Cluster_37322_2.p11
Cluster-37322.2,Cluster_37322_2.p12
Cluster-37322.2,Cluster_37322_2.p13
Cluster-37322.2,Cluster_37322_2.p14
Cluster-37322.2,Cluster_37322_2.p15
Cluster-37322.2,Cluster_37322_2.p16
Cluster-37322.2,Cluster_37322_2.p17
Cluster-40674.1,Cluster_40674_1.p1
Cluster-40674.1,Cluster_40674_1.p2
Cluster-40674.1,Cluster_40674_1.p3
Cluster-40674.1,Cluster_40674_1.p4
Cluster-40674.1,Cluster_40674_1.p5
Cluster-40674.1,Cluster_40674_1.p6
Cluster-40674.1,Cluster_40674_1.p7
Cluster-40674.1,Cluster_40674_1.p8
Cluster-40674.1,Cluster_40674_1.p9
Cluster-40674.1,Cluster_40674_1.p10
Cluster-58499.1,Cluster_58499_1.p1
Cluster-58499.1,Cluster_58499_1.p2
Cluster-58499.0,Cluster_58499_0.p1
Cluster-58499.0,Cluster_58499_0.p2
Cluster-39889.1,Cluster_39889_1.p1
Cluster-39889.1,Cluster_39889_1.p2
Cluster-8420.2,Cluster_8420_2.p1
Cluster-8420.2,Cluster_8420_2.p2
Cluster-34170.0,Cluster_34170_0.p1
Cluster-22805.0,Cluster_22805_0.p1
Cluster-45549.0,Cluster_45549_0.p1
Cluster-4094.17,Cluster_4094_17.p1
Cluster-4094.17,Cluster_4094_17.p2
Cluster-4094.17,Cluster_4094_17.p3
Cluster-31964.0,Cluster_31964_0.p1
Cluster-10411.0,Cluster_10411_0.p1
Cluster-7339.2,Cluster_7339_2.p1
Cluster-58462.0,Cluster_58462_0.p1
Cluster-21495.0,Cluster_21495_0.p1
Cluster-47747.1,Cluster_47747_1.p1
Cluster-47747.1,Cluster_47747_1.p2
Cluster-47747.1,Cluster_47747_1.p3
Cluster-47747.0,Cluster_47747_0.p1
Cluster-47747.0,Cluster_47747_0.p2
Cluster-47747.0,Cluster_47747_0.p3
Cluster-48723.1,Cluster_48723_1.p1
Cluster-48723.1,Cluster_48723_1.p2
Cluster-48723.1,Cluster_48723_1.p3
Cluster-48723.1,Cluster_48723_1.p4
Cluster-23239.0,Cluster_23239_0.p1
Cluster-23239.0,Cluster_23239_0.p2
Cluster-51103.0,Cluster_51103_0.p1
Cluster-59443.0,Cluster_59443_0.p1
Cluster-51103.2,Cluster_51103_2.p1
Cluster-51103.2,Cluster_51103_2.p2
Cluster-51103.2,Cluster_51103_2.p3
Cluster-51103.2,Cluster_51103_2.p4
Cluster-51903.0,Cluster_51903_0.p1
Cluster-57254.1,Cluster_57254_1.p1
Cluster-57254.1,Cluster_57254_1.p2
Cluster-62010.0,Cluster_62010_0.p1
Cluster-13507.3,Cluster_13507_3.p1
Cluster-13507.3,Cluster_13507_3.p2
Cluster-13507.3,Cluster_13507_3.p3
Cluster-13507.1,Cluster_13507_1.p1
Cluster-13507.1,Cluster_13507_1.p2
Cluster-13507.1,Cluster_13507_1.p3
Cluster-13507.1,Cluster_13507_1.p4
Cluster-41118.1,Cluster_41118_1.p1
Cluster-41118.1,Cluster_41118_1.p2
Cluster-41118.0,Cluster_41118_0.p1
Cluster-41118.2,Cluster_41118_2.p1
Cluster-57254.0,Cluster_57254_0.p1
Cluster-57254.0,Cluster_57254_0.p2
Cluster-57254.0,Cluster_57254_0.p3
Cluster-40701.0,Cluster_40701_0.p1
Cluster-43432.0,Cluster_43432_0.p1
Cluster-43432.0,Cluster_43432_0.p2
Cluster-57312.0,Cluster_57312_0.p1
Cluster-57312.0,Cluster_57312_0.p2
Cluster-46870.0,Cluster_46870_0.p1
Cluster-46870.0,Cluster_46870_0.p2
Cluster-12296.0,Cluster_12296_0.p1
Cluster-18393.0,Cluster_18393_0.p1
Cluster-17806.0,Cluster_17806_0.p1
Cluster-17806.0,Cluster_17806_0.p2
Cluster-46424.0,Cluster_46424_0.p1
Cluster-46424.0,Cluster_46424_0.p2
Cluster-46424.0,Cluster_46424_0.p3
Cluster-46424.0,Cluster_46424_0.p4
Cluster-17841.1,Cluster_17841_1.p1
Cluster-17841.0,Cluster_17841_0.p1
Cluster-17841.2,Cluster_17841_2.p1
Cluster-53646.0,Cluster_53646_0.p1
Cluster-53646.0,Cluster_53646_0.p2
Cluster-38470.2,Cluster_38470_2.p1
Cluster-38470.2,Cluster_38470_2.p2
Cluster-38470.2,Cluster_38470_2.p3
Cluster-46044.2,Cluster_46044_2.p1
Cluster-38470.1,Cluster_38470_1.p1
Cluster-38470.1,Cluster_38470_1.p2
Cluster-38470.1,Cluster_38470_1.p3
Cluster-46899.0,Cluster_46899_0.p1
Cluster-46899.0,Cluster_46899_0.p2
Cluster-24057.2,Cluster_24057_2.p1
Cluster-24057.2,Cluster_24057_2.p2
Cluster-50217.0,Cluster_50217_0.p1
Cluster-50217.0,Cluster_50217_0.p2
Cluster-50217.0,Cluster_50217_0.p3
Cluster-50217.0,Cluster_50217_0.p4
Cluster-50217.0,Cluster_50217_0.p5
Cluster-51011.0,Cluster_51011_0.p1
Cluster-57968.2,Cluster_57968_2.p1
Cluster-57968.1,Cluster_57968_1.p1
Cluster-30732.5,Cluster_30732_5.p1
Cluster-30732.5,Cluster_30732_5.p2
Cluster-30732.5,Cluster_30732_5.p3
Cluster-42633.0,Cluster_42633_0.p1
Cluster-51338.0,Cluster_51338_0.p1
Cluster-51338.0,Cluster_51338_0.p2
Cluster-51338.0,Cluster_51338_0.p3
Cluster-55107.0,Cluster_55107_0.p1
Cluster-47610.0,Cluster_47610_0.p1
Cluster-40781.0,Cluster_40781_0.p1
Cluster-40781.0,Cluster_40781_0.p2
Cluster-40781.0,Cluster_40781_0.p3
Cluster-40781.1,Cluster_40781_1.p1
Cluster-40781.1,Cluster_40781_1.p2
Cluster-40781.1,Cluster_40781_1.p3
Cluster-4506.2,Cluster_4506_2.p1
Cluster-34603.0,Cluster_34603_0.p1
Cluster-16994.2,Cluster_16994_2.p1
Cluster-16994.2,Cluster_16994_2.p2
Cluster-6598.1,Cluster_6598_1.p1
Cluster-35818.0,Cluster_35818_0.p1
Cluster-55685.0,Cluster_55685_0.p1
Cluster-55685.0,Cluster_55685_0.p2
Cluster-47200.0,Cluster_47200_0.p1
Cluster-35746.5,Cluster_35746_5.p1
Cluster-35746.6,Cluster_35746_6.p1
Cluster-35746.1,Cluster_35746_1.p1
Cluster-35746.0,Cluster_35746_0.p1
Cluster-35746.0,Cluster_35746_0.p2
Cluster-35746.3,Cluster_35746_3.p1
Cluster-24737.26,Cluster_24737_26.p1
Cluster-24737.26,Cluster_24737_26.p2
Cluster-24737.27,Cluster_24737_27.p1
Cluster-24737.27,Cluster_24737_27.p2
Cluster-24737.27,Cluster_24737_27.p3
Cluster-35445.5,Cluster_35445_5.p1
Cluster-35445.4,Cluster_35445_4.p1
Cluster-35445.4,Cluster_35445_4.p2
Cluster-35445.4,Cluster_35445_4.p3
Cluster-35445.4,Cluster_35445_4.p4
Cluster-35445.4,Cluster_35445_4.p5
Cluster-35445.4,Cluster_35445_4.p6
Cluster-35445.7,Cluster_35445_7.p1
Cluster-35445.1,Cluster_35445_1.p1
Cluster-35445.3,Cluster_35445_3.p1
Cluster-35445.2,Cluster_35445_2.p1
Cluster-35445.2,Cluster_35445_2.p2
Cluster-35445.2,Cluster_35445_2.p3
Cluster-35445.2,Cluster_35445_2.p4
Cluster-35445.2,Cluster_35445_2.p5
Cluster-35445.2,Cluster_35445_2.p6
Cluster-38525.8,Cluster_38525_8.p1
Cluster-62345.0,Cluster_62345_0.p1
Cluster-38525.1,Cluster_38525_1.p1
Cluster-38525.3,Cluster_38525_3.p1
Cluster-38525.2,Cluster_38525_2.p1
Cluster-38525.2,Cluster_38525_2.p2
Cluster-38525.2,Cluster_38525_2.p3
Cluster-36501.3,Cluster_36501_3.p1
Cluster-36501.3,Cluster_36501_3.p2
Cluster-36501.2,Cluster_36501_2.p1
Cluster-36501.2,Cluster_36501_2.p2
Cluster-60253.0,Cluster_60253_0.p1
Cluster-36480.0,Cluster_36480_0.p1
Cluster-16868.0,Cluster_16868_0.p1
Cluster-12084.0,Cluster_12084_0.p1
Cluster-10651.0,Cluster_10651_0.p1
Cluster-48126.0,Cluster_48126_0.p1
Cluster-53674.0,Cluster_53674_0.p1
Cluster-44485.0,Cluster_44485_0.p1
Cluster-43068.0,Cluster_43068_0.p1
Cluster-27942.0,Cluster_27942_0.p1
Cluster-43880.5,Cluster_43880_5.p1
Cluster-7900.0,Cluster_7900_0.p1
Cluster-57784.0,Cluster_57784_0.p1
Cluster-57784.0,Cluster_57784_0.p2
Cluster-7927.3,Cluster_7927_3.p1
Cluster-34256.0,Cluster_34256_0.p1
Cluster-34256.1,Cluster_34256_1.p1
Cluster-34256.2,Cluster_34256_2.p1
Cluster-34256.2,Cluster_34256_2.p2
Cluster-34256.2,Cluster_34256_2.p3
Cluster-50714.0,Cluster_50714_0.p1
Cluster-50714.0,Cluster_50714_0.p2
Cluster-50714.0,Cluster_50714_0.p3
Cluster-50714.0,Cluster_50714_0.p4
Cluster-36133.0,Cluster_36133_0.p1
Cluster-36133.0,Cluster_36133_0.p2
Cluster-7271.0,Cluster_7271_0.p1
Cluster-56036.0,Cluster_56036_0.p1
Cluster-56036.0,Cluster_56036_0.p2
Cluster-8935.0,Cluster_8935_0.p1
Cluster-8935.1,Cluster_8935_1.p1
Cluster-33096.6,Cluster_33096_6.p1
Cluster-42289.2,Cluster_42289_2.p1
Cluster-42289.2,Cluster_42289_2.p2
Cluster-41992.0,Cluster_41992_0.p1
Cluster-40010.5,Cluster_40010_5.p1
Cluster-40010.5,Cluster_40010_5.p2
Cluster-40010.5,Cluster_40010_5.p3
Cluster-19367.0,Cluster_19367_0.p1
Cluster-40621.11,Cluster_40621_11.p1
Cluster-40621.11,Cluster_40621_11.p2
Cluster-40621.10,Cluster_40621_10.p1
Cluster-40621.10,Cluster_40621_10.p2
Cluster-40621.10,Cluster_40621_10.p3
Cluster-40621.10,Cluster_40621_10.p4
Cluster-40621.10,Cluster_40621_10.p5
Cluster-40621.10,Cluster_40621_10.p6
Cluster-40621.10,Cluster_40621_10.p7
Cluster-40621.10,Cluster_40621_10.p8
Cluster-23549.0,Cluster_23549_0.p1
Cluster-41928.6,Cluster_41928_6.p1
Cluster-41928.6,Cluster_41928_6.p2
Cluster-44297.1,Cluster_44297_1.p1
Cluster-41928.1,Cluster_41928_1.p1
Cluster-41928.1,Cluster_41928_1.p2
Cluster-41928.1,Cluster_41928_1.p3
Cluster-26704.2,Cluster_26704_2.p1
Cluster-26704.1,Cluster_26704_1.p1
Cluster-26704.1,Cluster_26704_1.p2
Cluster-26704.0,Cluster_26704_0.p1
Cluster-41928.3,Cluster_41928_3.p1
Cluster-41928.3,Cluster_41928_3.p2
Cluster-35596.8,Cluster_35596_8.p1
Cluster-35596.9,Cluster_35596_9.p1
Cluster-35596.4,Cluster_35596_4.p1
Cluster-35596.4,Cluster_35596_4.p2
Cluster-35596.5,Cluster_35596_5.p1
Cluster-35596.6,Cluster_35596_6.p1
Cluster-35596.6,Cluster_35596_6.p2
Cluster-35596.7,Cluster_35596_7.p1
Cluster-35596.7,Cluster_35596_7.p2
Cluster-35596.0,Cluster_35596_0.p1
Cluster-35596.2,Cluster_35596_2.p1
Cluster-35596.2,Cluster_35596_2.p2
Cluster-35596.3,Cluster_35596_3.p1
Cluster-35596.3,Cluster_35596_3.p2
Cluster-26048.0,Cluster_26048_0.p1
Cluster-10255.0,Cluster_10255_0.p1
Cluster-41928.9,Cluster_41928_9.p1
Cluster-300.0,Cluster_300_0.p1
Cluster-300.0,Cluster_300_0.p2
Cluster-300.0,Cluster_300_0.p3
Cluster-44091.1,Cluster_44091_1.p1
Cluster-60267.0,Cluster_60267_0.p1
Cluster-36267.2,Cluster_36267_2.p1
Cluster-12171.0,Cluster_12171_0.p1
Cluster-38736.1,Cluster_38736_1.p1
Cluster-38736.1,Cluster_38736_1.p2
Cluster-38736.0,Cluster_38736_0.p1
Cluster-38736.0,Cluster_38736_0.p2
Cluster-31029.1,Cluster_31029_1.p1
Cluster-31029.0,Cluster_31029_0.p1
Cluster-57722.0,Cluster_57722_0.p1
Cluster-46309.0,Cluster_46309_0.p1
Cluster-40554.0,Cluster_40554_0.p1
Cluster-60526.0,Cluster_60526_0.p1
Cluster-60526.0,Cluster_60526_0.p2
Cluster-35805.5,Cluster_35805_5.p1
Cluster-35805.1,Cluster_35805_1.p1
Cluster-54610.0,Cluster_54610_0.p1
Cluster-49821.0,Cluster_49821_0.p1
Cluster-49821.0,Cluster_49821_0.p2
Cluster-49821.1,Cluster_49821_1.p1
Cluster-31480.0,Cluster_31480_0.p1
Cluster-31480.0,Cluster_31480_0.p2
Cluster-38270.0,Cluster_38270_0.p1
Cluster-38270.0,Cluster_38270_0.p2
Cluster-14243.0,Cluster_14243_0.p1
Cluster-61556.0,Cluster_61556_0.p1
Cluster-5686.4,Cluster_5686_4.p1
Cluster-5686.4,Cluster_5686_4.p2
Cluster-5686.6,Cluster_5686_6.p1
Cluster-5686.6,Cluster_5686_6.p2
Cluster-5686.7,Cluster_5686_7.p1
Cluster-5686.7,Cluster_5686_7.p2
Cluster-5686.7,Cluster_5686_7.p3
Cluster-5686.7,Cluster_5686_7.p4
Cluster-5686.7,Cluster_5686_7.p5
Cluster-5686.7,Cluster_5686_7.p6
Cluster-5686.3,Cluster_5686_3.p1
Cluster-5686.3,Cluster_5686_3.p2
Cluster-5686.3,Cluster_5686_3.p3
Cluster-5686.3,Cluster_5686_3.p4
Cluster-5686.3,Cluster_5686_3.p5
Cluster-43129.0,Cluster_43129_0.p1
Cluster-43129.0,Cluster_43129_0.p2
Cluster-43129.0,Cluster_43129_0.p3
Cluster-5686.8,Cluster_5686_8.p1
Cluster-5686.8,Cluster_5686_8.p2
Cluster-5686.8,Cluster_5686_8.p3
Cluster-5686.8,Cluster_5686_8.p4
Cluster-5686.8,Cluster_5686_8.p5
Cluster-5686.8,Cluster_5686_8.p6
Cluster-5686.8,Cluster_5686_8.p7
Cluster-5686.9,Cluster_5686_9.p1
Cluster-15183.0,Cluster_15183_0.p1
Cluster-35011.1,Cluster_35011_1.p1
Cluster-35011.1,Cluster_35011_1.p2
Cluster-35011.1,Cluster_35011_1.p3
Cluster-42287.0,Cluster_42287_0.p1
Cluster-18834.0,Cluster_18834_0.p1
Cluster-42306.0,Cluster_42306_0.p1
Cluster-40878.10,Cluster_40878_10.p1
Cluster-43126.0,Cluster_43126_0.p1
Cluster-45431.0,Cluster_45431_0.p1
Cluster-12316.0,Cluster_12316_0.p1
Cluster-23617.20,Cluster_23617_20.p1
Cluster-23617.22,Cluster_23617_22.p1
Cluster-23617.23,Cluster_23617_23.p1
Cluster-23617.23,Cluster_23617_23.p2
Cluster-23617.23,Cluster_23617_23.p3
Cluster-23617.23,Cluster_23617_23.p4
Cluster-23617.24,Cluster_23617_24.p1
Cluster-23617.24,Cluster_23617_24.p2
Cluster-23617.24,Cluster_23617_24.p3
Cluster-33718.0,Cluster_33718_0.p1
Cluster-42598.5,Cluster_42598_5.p1
Cluster-52323.0,Cluster_52323_0.p1
Cluster-4734.0,Cluster_4734_0.p1
Cluster-19209.1,Cluster_19209_1.p1
Cluster-19209.0,Cluster_19209_0.p1
Cluster-22477.0,Cluster_22477_0.p1
Cluster-22477.0,Cluster_22477_0.p2
Cluster-22477.0,Cluster_22477_0.p3
Cluster-19209.2,Cluster_19209_2.p1
Cluster-54757.0,Cluster_54757_0.p1
Cluster-51014.2,Cluster_51014_2.p1
Cluster-57334.0,Cluster_57334_0.p1
Cluster-57334.0,Cluster_57334_0.p2
Cluster-34030.0,Cluster_34030_0.p1
Cluster-33586.5,Cluster_33586_5.p1
Cluster-33586.5,Cluster_33586_5.p2
Cluster-33586.4,Cluster_33586_4.p1
Cluster-33586.6,Cluster_33586_6.p1
Cluster-33586.6,Cluster_33586_6.p2
Cluster-33586.6,Cluster_33586_6.p3
Cluster-33586.1,Cluster_33586_1.p1
Cluster-33586.1,Cluster_33586_1.p2
Cluster-33586.1,Cluster_33586_1.p3
Cluster-33586.3,Cluster_33586_3.p1
Cluster-33586.3,Cluster_33586_3.p2
Cluster-33586.3,Cluster_33586_3.p3
Cluster-33586.2,Cluster_33586_2.p1
Cluster-33586.2,Cluster_33586_2.p2
Cluster-33586.2,Cluster_33586_2.p3
Cluster-33586.2,Cluster_33586_2.p4
Cluster-61532.0,Cluster_61532_0.p1
Cluster-49384.0,Cluster_49384_0.p1
Cluster-49384.0,Cluster_49384_0.p2
Cluster-42381.0,Cluster_42381_0.p1
Cluster-57391.1,Cluster_57391_1.p1
Cluster-57391.0,Cluster_57391_0.p1
Cluster-57391.0,Cluster_57391_0.p2
Cluster-55641.0,Cluster_55641_0.p1
Cluster-55641.0,Cluster_55641_0.p2
Cluster-55641.0,Cluster_55641_0.p3
Cluster-43060.1,Cluster_43060_1.p1
Cluster-43060.1,Cluster_43060_1.p2
Cluster-43060.1,Cluster_43060_1.p3
Cluster-57391.2,Cluster_57391_2.p1
Cluster-57391.2,Cluster_57391_2.p2
Cluster-57391.2,Cluster_57391_2.p3
