Cluster_norm,Cluster
Cluster-4734.6,Cluster_4734_6.p1
Cluster-43060.0,Cluster_43060_0.p1
Cluster-43060.0,Cluster_43060_0.p2
Cluster-43060.0,Cluster_43060_0.p3
Cluster-47116.5,Cluster_47116_5.p1
Cluster-47116.6,Cluster_47116_6.p1
Cluster-47116.6,Cluster_47116_6.p2
Cluster-5787.0,Cluster_5787_0.p1
Cluster-5787.1,Cluster_5787_1.p1
Cluster-5787.1,Cluster_5787_1.p2
Cluster-5787.2,Cluster_5787_2.p1
Cluster-5787.2,Cluster_5787_2.p2
Cluster-36661.2,Cluster_36661_2.p1
Cluster-36661.2,Cluster_36661_2.p2
Cluster-31374.0,Cluster_31374_0.p1
Cluster-42233.0,Cluster_42233_0.p1
Cluster-42233.0,Cluster_42233_0.p2
Cluster-23537.0,Cluster_23537_0.p1
Cluster-23537.0,Cluster_23537_0.p2
Cluster-23537.0,Cluster_23537_0.p3
Cluster-23537.0,Cluster_23537_0.p4
Cluster-29082.1,Cluster_29082_1.p1
Cluster-39033.1,Cluster_39033_1.p1
Cluster-39033.1,Cluster_39033_1.p2
Cluster-9562.0,Cluster_9562_0.p1
Cluster-19182.0,Cluster_19182_0.p1
Cluster-44073.0,Cluster_44073_0.p1
Cluster-55295.0,Cluster_55295_0.p1
Cluster-54747.0,Cluster_54747_0.p1
Cluster-40703.0,Cluster_40703_0.p1
Cluster-40703.0,Cluster_40703_0.p2
Cluster-57588.1,Cluster_57588_1.p1
Cluster-57588.0,Cluster_57588_0.p1
Cluster-33122.2,Cluster_33122_2.p1
Cluster-33122.1,Cluster_33122_1.p1
Cluster-33122.0,Cluster_33122_0.p1
Cluster-48888.0,Cluster_48888_0.p1
Cluster-51647.0,Cluster_51647_0.p1
Cluster-51647.0,Cluster_51647_0.p2
Cluster-51647.0,Cluster_51647_0.p3
Cluster-14891.1,Cluster_14891_1.p1
Cluster-14891.1,Cluster_14891_1.p2
Cluster-44317.0,Cluster_44317_0.p1
Cluster-62108.0,Cluster_62108_0.p1
Cluster-14730.1,Cluster_14730_1.p1
Cluster-14730.1,Cluster_14730_1.p2
Cluster-14730.0,Cluster_14730_0.p1
Cluster-14730.0,Cluster_14730_0.p2
Cluster-14730.0,Cluster_14730_0.p3
Cluster-30573.0,Cluster_30573_0.p1
Cluster-49393.0,Cluster_49393_0.p1
Cluster-49393.0,Cluster_49393_0.p2
Cluster-49734.0,Cluster_49734_0.p1
Cluster-49734.0,Cluster_49734_0.p2
Cluster-27606.0,Cluster_27606_0.p1
Cluster-3428.0,Cluster_3428_0.p1
Cluster-3428.0,Cluster_3428_0.p2
Cluster-50561.1,Cluster_50561_1.p1
Cluster-39966.0,Cluster_39966_0.p1
Cluster-39966.0,Cluster_39966_0.p2
Cluster-39966.2,Cluster_39966_2.p1
Cluster-39966.2,Cluster_39966_2.p2
Cluster-39966.2,Cluster_39966_2.p3
Cluster-39966.2,Cluster_39966_2.p4
Cluster-39966.2,Cluster_39966_2.p5
Cluster-60216.0,Cluster_60216_0.p1
Cluster-57281.1,Cluster_57281_1.p1
Cluster-57929.2,Cluster_57929_2.p1
Cluster-57929.2,Cluster_57929_2.p2
Cluster-57929.2,Cluster_57929_2.p3
Cluster-57929.2,Cluster_57929_2.p4
Cluster-57929.2,Cluster_57929_2.p5
Cluster-57929.2,Cluster_57929_2.p6
Cluster-25987.1,Cluster_25987_1.p1
Cluster-25987.0,Cluster_25987_0.p1
Cluster-25987.0,Cluster_25987_0.p2
Cluster-47626.0,Cluster_47626_0.p1
Cluster-47626.0,Cluster_47626_0.p2
Cluster-41219.0,Cluster_41219_0.p1
Cluster-41219.0,Cluster_41219_0.p2
Cluster-41219.0,Cluster_41219_0.p3
Cluster-25896.0,Cluster_25896_0.p1
Cluster-60584.0,Cluster_60584_0.p1
Cluster-60584.0,Cluster_60584_0.p2
Cluster-62686.0,Cluster_62686_0.p1
Cluster-62760.0,Cluster_62760_0.p1
Cluster-20431.0,Cluster_20431_0.p1
Cluster-20431.1,Cluster_20431_1.p1
Cluster-46709.2,Cluster_46709_2.p1
Cluster-47913.0,Cluster_47913_0.p1
Cluster-47913.0,Cluster_47913_0.p2
Cluster-20456.0,Cluster_20456_0.p1
Cluster-43258.0,Cluster_43258_0.p1
Cluster-52039.0,Cluster_52039_0.p1
Cluster-32291.0,Cluster_32291_0.p1
Cluster-56171.0,Cluster_56171_0.p1
Cluster-34797.5,Cluster_34797_5.p1
Cluster-34797.5,Cluster_34797_5.p2
Cluster-34797.6,Cluster_34797_6.p1
Cluster-34797.6,Cluster_34797_6.p2
Cluster-42546.1,Cluster_42546_1.p1
Cluster-42546.1,Cluster_42546_1.p2
Cluster-42546.1,Cluster_42546_1.p3
Cluster-42546.0,Cluster_42546_0.p1
Cluster-42546.0,Cluster_42546_0.p2
Cluster-42546.0,Cluster_42546_0.p3
Cluster-34797.7,Cluster_34797_7.p1
Cluster-61057.0,Cluster_61057_0.p1
Cluster-57792.0,Cluster_57792_0.p1
Cluster-47573.2,Cluster_47573_2.p1
Cluster-47573.2,Cluster_47573_2.p2
Cluster-47573.2,Cluster_47573_2.p3
Cluster-47573.2,Cluster_47573_2.p4
Cluster-47573.2,Cluster_47573_2.p5
Cluster-47573.1,Cluster_47573_1.p1
Cluster-47573.1,Cluster_47573_1.p2
Cluster-47573.1,Cluster_47573_1.p3
Cluster-47589.1,Cluster_47589_1.p1
Cluster-47589.1,Cluster_47589_1.p2
Cluster-29233.0,Cluster_29233_0.p1
Cluster-20996.0,Cluster_20996_0.p1
Cluster-47494.0,Cluster_47494_0.p1
Cluster-47494.0,Cluster_47494_0.p2
Cluster-48971.1,Cluster_48971_1.p1
Cluster-23042.1,Cluster_23042_1.p1
Cluster-23042.1,Cluster_23042_1.p2
Cluster-23042.1,Cluster_23042_1.p3
Cluster-41351.6,Cluster_41351_6.p1
Cluster-41351.5,Cluster_41351_5.p1
Cluster-40929.4,Cluster_40929_4.p1
Cluster-40929.4,Cluster_40929_4.p2
Cluster-40929.4,Cluster_40929_4.p3
Cluster-47993.0,Cluster_47993_0.p1
Cluster-43656.0,Cluster_43656_0.p1
Cluster-46809.3,Cluster_46809_3.p1
Cluster-46809.3,Cluster_46809_3.p2
Cluster-46809.3,Cluster_46809_3.p3
Cluster-40929.0,Cluster_40929_0.p1
Cluster-46809.5,Cluster_46809_5.p1
Cluster-46809.5,Cluster_46809_5.p2
Cluster-46809.5,Cluster_46809_5.p3
Cluster-36540.1,Cluster_36540_1.p1
Cluster-36540.1,Cluster_36540_1.p2
Cluster-36540.1,Cluster_36540_1.p3
Cluster-36540.1,Cluster_36540_1.p4
Cluster-36540.1,Cluster_36540_1.p5
Cluster-36540.2,Cluster_36540_2.p1
Cluster-36540.2,Cluster_36540_2.p2
Cluster-36540.2,Cluster_36540_2.p3
Cluster-36540.2,Cluster_36540_2.p4
Cluster-36540.2,Cluster_36540_2.p5
Cluster-36540.3,Cluster_36540_3.p1
Cluster-36540.3,Cluster_36540_3.p2
Cluster-36540.3,Cluster_36540_3.p3
Cluster-11308.61,Cluster_11308_61.p1
Cluster-11308.61,Cluster_11308_61.p2
Cluster-11308.62,Cluster_11308_62.p1
Cluster-11308.62,Cluster_11308_62.p2
Cluster-29268.0,Cluster_29268_0.p1
Cluster-40176.0,Cluster_40176_0.p1
Cluster-40176.0,Cluster_40176_0.p2
Cluster-40176.0,Cluster_40176_0.p3
Cluster-40176.1,Cluster_40176_1.p1
Cluster-40524.3,Cluster_40524_3.p1
Cluster-40524.3,Cluster_40524_3.p2
Cluster-55525.1,Cluster_55525_1.p1
Cluster-55525.1,Cluster_55525_1.p2
Cluster-50745.0,Cluster_50745_0.p1
Cluster-21102.15,Cluster_21102_15.p1
Cluster-37290.1,Cluster_37290_1.p1
Cluster-37290.0,Cluster_37290_0.p1
Cluster-127.14,Cluster_127_14.p1
Cluster-18308.0,Cluster_18308_0.p1
Cluster-37385.0,Cluster_37385_0.p1
Cluster-37385.0,Cluster_37385_0.p2
Cluster-37385.4,Cluster_37385_4.p1
Cluster-37385.4,Cluster_37385_4.p2
Cluster-37385.5,Cluster_37385_5.p1
Cluster-37385.5,Cluster_37385_5.p2
Cluster-43796.0,Cluster_43796_0.p1
Cluster-43796.0,Cluster_43796_0.p2
Cluster-37402.0,Cluster_37402_0.p1
Cluster-41663.1,Cluster_41663_1.p1
Cluster-41663.1,Cluster_41663_1.p2
Cluster-41663.1,Cluster_41663_1.p3
Cluster-41663.1,Cluster_41663_1.p4
Cluster-7230.0,Cluster_7230_0.p1
Cluster-59363.0,Cluster_59363_0.p1
Cluster-59363.0,Cluster_59363_0.p2
Cluster-41451.0,Cluster_41451_0.p1
Cluster-31157.0,Cluster_31157_0.p1
Cluster-51579.0,Cluster_51579_0.p1
Cluster-42679.3,Cluster_42679_3.p1
Cluster-27872.0,Cluster_27872_0.p1
Cluster-42679.7,Cluster_42679_7.p1
Cluster-8506.0,Cluster_8506_0.p1
Cluster-8506.0,Cluster_8506_0.p2
Cluster-62159.0,Cluster_62159_0.p1
Cluster-17067.1,Cluster_17067_1.p1
Cluster-17067.1,Cluster_17067_1.p2
Cluster-17067.0,Cluster_17067_0.p1
Cluster-17067.0,Cluster_17067_0.p2
Cluster-21497.0,Cluster_21497_0.p1
Cluster-21497.0,Cluster_21497_0.p2
Cluster-21497.0,Cluster_21497_0.p3
Cluster-55436.1,Cluster_55436_1.p1
Cluster-48793.0,Cluster_48793_0.p1
Cluster-48793.0,Cluster_48793_0.p2
Cluster-58914.0,Cluster_58914_0.p1
Cluster-39012.1,Cluster_39012_1.p1
Cluster-50269.0,Cluster_50269_0.p1
Cluster-50269.0,Cluster_50269_0.p2
Cluster-38223.2,Cluster_38223_2.p1
Cluster-40458.3,Cluster_40458_3.p1
Cluster-40458.3,Cluster_40458_3.p2
Cluster-40458.3,Cluster_40458_3.p3
Cluster-40458.3,Cluster_40458_3.p4
Cluster-40458.2,Cluster_40458_2.p1
Cluster-40458.2,Cluster_40458_2.p2
Cluster-60327.0,Cluster_60327_0.p1
Cluster-60073.0,Cluster_60073_0.p1
Cluster-58794.0,Cluster_58794_0.p1
Cluster-57014.0,Cluster_57014_0.p1
Cluster-61253.0,Cluster_61253_0.p1
Cluster-38110.1,Cluster_38110_1.p1
Cluster-38110.1,Cluster_38110_1.p2
Cluster-37732.0,Cluster_37732_0.p1
Cluster-37732.1,Cluster_37732_1.p1
Cluster-37732.1,Cluster_37732_1.p2
Cluster-62785.0,Cluster_62785_0.p1
Cluster-62785.0,Cluster_62785_0.p2
Cluster-43325.0,Cluster_43325_0.p1
Cluster-35068.0,Cluster_35068_0.p1
Cluster-39383.0,Cluster_39383_0.p1
Cluster-39383.0,Cluster_39383_0.p2
Cluster-39383.0,Cluster_39383_0.p3
Cluster-39383.0,Cluster_39383_0.p4
Cluster-39383.0,Cluster_39383_0.p5
Cluster-39383.0,Cluster_39383_0.p6
Cluster-40804.0,Cluster_40804_0.p1
Cluster-40804.1,Cluster_40804_1.p1
Cluster-61873.0,Cluster_61873_0.p1
Cluster-36828.4,Cluster_36828_4.p1
Cluster-36828.4,Cluster_36828_4.p2
Cluster-36828.4,Cluster_36828_4.p3
Cluster-36828.4,Cluster_36828_4.p4
Cluster-36828.2,Cluster_36828_2.p1
Cluster-36828.2,Cluster_36828_2.p2
Cluster-23424.2,Cluster_23424_2.p1
Cluster-23424.2,Cluster_23424_2.p2
Cluster-48446.0,Cluster_48446_0.p1
Cluster-48446.0,Cluster_48446_0.p2
Cluster-48446.0,Cluster_48446_0.p3
Cluster-18132.0,Cluster_18132_0.p1
Cluster-57358.0,Cluster_57358_0.p1
Cluster-57358.0,Cluster_57358_0.p2
Cluster-57358.0,Cluster_57358_0.p3
Cluster-57358.0,Cluster_57358_0.p4
Cluster-27620.0,Cluster_27620_0.p1
Cluster-27620.0,Cluster_27620_0.p2
Cluster-27620.0,Cluster_27620_0.p3
Cluster-41057.0,Cluster_41057_0.p1
Cluster-38907.5,Cluster_38907_5.p1
Cluster-38907.4,Cluster_38907_4.p1
Cluster-38907.0,Cluster_38907_0.p1
Cluster-38907.0,Cluster_38907_0.p2
Cluster-38907.3,Cluster_38907_3.p1
Cluster-38907.2,Cluster_38907_2.p1
Cluster-60922.1,Cluster_60922_1.p1
Cluster-38899.5,Cluster_38899_5.p1
Cluster-38899.5,Cluster_38899_5.p2
Cluster-38899.5,Cluster_38899_5.p3
Cluster-38899.5,Cluster_38899_5.p4
Cluster-38560.2,Cluster_38560_2.p1
Cluster-38560.3,Cluster_38560_3.p1
Cluster-55459.0,Cluster_55459_0.p1
Cluster-45548.0,Cluster_45548_0.p1
Cluster-45548.1,Cluster_45548_1.p1
Cluster-45548.1,Cluster_45548_1.p2
Cluster-32844.7,Cluster_32844_7.p1
Cluster-32844.7,Cluster_32844_7.p2
Cluster-34567.0,Cluster_34567_0.p1
Cluster-47777.0,Cluster_47777_0.p1
Cluster-47777.0,Cluster_47777_0.p2
Cluster-47777.0,Cluster_47777_0.p3
Cluster-47777.0,Cluster_47777_0.p4
Cluster-47777.0,Cluster_47777_0.p5
Cluster-47777.0,Cluster_47777_0.p6
Cluster-22809.5,Cluster_22809_5.p1
Cluster-22809.4,Cluster_22809_4.p1
Cluster-56541.1,Cluster_56541_1.p1
Cluster-36969.0,Cluster_36969_0.p1
Cluster-36969.0,Cluster_36969_0.p2
Cluster-36969.0,Cluster_36969_0.p3
Cluster-36969.0,Cluster_36969_0.p4
Cluster-60058.0,Cluster_60058_0.p1
Cluster-61939.0,Cluster_61939_0.p1
Cluster-7487.4,Cluster_7487_4.p1
Cluster-28938.0,Cluster_28938_0.p1
Cluster-28938.1,Cluster_28938_1.p1
Cluster-62728.0,Cluster_62728_0.p1
Cluster-38332.0,Cluster_38332_0.p1
Cluster-45815.1,Cluster_45815_1.p1
Cluster-45815.1,Cluster_45815_1.p2
Cluster-45815.0,Cluster_45815_0.p1
Cluster-45815.0,Cluster_45815_0.p2
Cluster-31331.0,Cluster_31331_0.p1
Cluster-38899.0,Cluster_38899_0.p1
Cluster-38899.0,Cluster_38899_0.p2
Cluster-38899.0,Cluster_38899_0.p3
Cluster-56488.0,Cluster_56488_0.p1
Cluster-45970.0,Cluster_45970_0.p1
Cluster-45970.0,Cluster_45970_0.p2
Cluster-35435.7,Cluster_35435_7.p1
Cluster-35435.0,Cluster_35435_0.p1
Cluster-35435.0,Cluster_35435_0.p2
Cluster-35435.1,Cluster_35435_1.p1
Cluster-35435.2,Cluster_35435_2.p1
Cluster-35435.2,Cluster_35435_2.p2
Cluster-35435.2,Cluster_35435_2.p3
Cluster-35435.3,Cluster_35435_3.p1
Cluster-35435.3,Cluster_35435_3.p2
Cluster-5323.1,Cluster_5323_1.p1
Cluster-43653.0,Cluster_43653_0.p1
Cluster-16392.0,Cluster_16392_0.p1
Cluster-16392.0,Cluster_16392_0.p2
Cluster-37005.0,Cluster_37005_0.p1
Cluster-39918.4,Cluster_39918_4.p1
Cluster-45490.0,Cluster_45490_0.p1
Cluster-45490.0,Cluster_45490_0.p2
Cluster-45490.0,Cluster_45490_0.p3
Cluster-38899.2,Cluster_38899_2.p1
Cluster-16271.0,Cluster_16271_0.p1
Cluster-23269.0,Cluster_23269_0.p1
Cluster-23269.0,Cluster_23269_0.p2
Cluster-23269.0,Cluster_23269_0.p3
Cluster-41408.0,Cluster_41408_0.p1
Cluster-44429.2,Cluster_44429_2.p1
Cluster-17314.1,Cluster_17314_1.p1
Cluster-39738.3,Cluster_39738_3.p1
Cluster-39738.3,Cluster_39738_3.p2
Cluster-28454.0,Cluster_28454_0.p1
Cluster-39738.4,Cluster_39738_4.p1
Cluster-39738.4,Cluster_39738_4.p2
Cluster-39738.4,Cluster_39738_4.p3
Cluster-2627.8,Cluster_2627_8.p1
Cluster-43686.0,Cluster_43686_0.p1
Cluster-43686.0,Cluster_43686_0.p2
Cluster-25783.0,Cluster_25783_0.p1
Cluster-25783.0,Cluster_25783_0.p2
Cluster-42596.0,Cluster_42596_0.p1
Cluster-42596.0,Cluster_42596_0.p2
Cluster-48939.0,Cluster_48939_0.p1
Cluster-48939.0,Cluster_48939_0.p2
Cluster-62543.0,Cluster_62543_0.p1
Cluster-62543.0,Cluster_62543_0.p2
Cluster-62543.1,Cluster_62543_1.p1
Cluster-57756.2,Cluster_57756_2.p1
Cluster-57756.2,Cluster_57756_2.p2
Cluster-49770.1,Cluster_49770_1.p1
Cluster-35802.0,Cluster_35802_0.p1
Cluster-35802.0,Cluster_35802_0.p2
Cluster-30613.0,Cluster_30613_0.p1
Cluster-36915.0,Cluster_36915_0.p1
Cluster-30321.0,Cluster_30321_0.p1
Cluster-70.14,Cluster_70_14.p1
Cluster-70.15,Cluster_70_15.p1
Cluster-1078.2,Cluster_1078_2.p1
Cluster-1078.2,Cluster_1078_2.p2
Cluster-1078.2,Cluster_1078_2.p3
Cluster-1078.2,Cluster_1078_2.p4
Cluster-54740.0,Cluster_54740_0.p1
Cluster-54740.0,Cluster_54740_0.p2
Cluster-33748.5,Cluster_33748_5.p1
Cluster-33748.4,Cluster_33748_4.p1
Cluster-45085.1,Cluster_45085_1.p1
Cluster-33748.0,Cluster_33748_0.p1
Cluster-33748.3,Cluster_33748_3.p1
Cluster-33748.2,Cluster_33748_2.p1
Cluster-39579.0,Cluster_39579_0.p1
Cluster-39579.0,Cluster_39579_0.p2
Cluster-39579.0,Cluster_39579_0.p3
Cluster-30648.0,Cluster_30648_0.p1
Cluster-59779.0,Cluster_59779_0.p1
Cluster-59779.0,Cluster_59779_0.p2
Cluster-59779.0,Cluster_59779_0.p3
Cluster-59779.0,Cluster_59779_0.p4
Cluster-21255.1,Cluster_21255_1.p1
Cluster-62035.0,Cluster_62035_0.p1
Cluster-14701.0,Cluster_14701_0.p1
Cluster-14701.0,Cluster_14701_0.p2
Cluster-14701.0,Cluster_14701_0.p3
Cluster-54903.0,Cluster_54903_0.p1
Cluster-54903.0,Cluster_54903_0.p2
Cluster-42056.2,Cluster_42056_2.p1
Cluster-42056.2,Cluster_42056_2.p2
Cluster-42056.2,Cluster_42056_2.p3
Cluster-42056.2,Cluster_42056_2.p4
Cluster-42056.2,Cluster_42056_2.p5
Cluster-42056.2,Cluster_42056_2.p6
Cluster-12101.0,Cluster_12101_0.p1
Cluster-14680.0,Cluster_14680_0.p1
Cluster-54882.0,Cluster_54882_0.p1
Cluster-47929.0,Cluster_47929_0.p1
Cluster-40420.0,Cluster_40420_0.p1
Cluster-40420.0,Cluster_40420_0.p2
Cluster-52992.2,Cluster_52992_2.p1
Cluster-52992.1,Cluster_52992_1.p1
Cluster-52992.1,Cluster_52992_1.p2
Cluster-52883.0,Cluster_52883_0.p1
Cluster-52883.0,Cluster_52883_0.p2
Cluster-54446.1,Cluster_54446_1.p1
Cluster-6402.1,Cluster_6402_1.p1
Cluster-50411.0,Cluster_50411_0.p1
Cluster-50411.0,Cluster_50411_0.p2
Cluster-2693.0,Cluster_2693_0.p1
Cluster-45206.1,Cluster_45206_1.p1
Cluster-45206.1,Cluster_45206_1.p2
Cluster-45206.1,Cluster_45206_1.p3
Cluster-36137.0,Cluster_36137_0.p1
Cluster-62035.1,Cluster_62035_1.p1
Cluster-39003.0,Cluster_39003_0.p1
Cluster-44152.0,Cluster_44152_0.p1
Cluster-47598.2,Cluster_47598_2.p1
Cluster-47598.2,Cluster_47598_2.p2
Cluster-47598.2,Cluster_47598_2.p3
Cluster-53781.0,Cluster_53781_0.p1
Cluster-32858.23,Cluster_32858_23.p1
Cluster-8238.7,Cluster_8238_7.p1
Cluster-56762.0,Cluster_56762_0.p1
Cluster-36354.11,Cluster_36354_11.p1
Cluster-36354.13,Cluster_36354_13.p1
Cluster-14032.25,Cluster_14032_25.p1
Cluster-14032.25,Cluster_14032_25.p2
Cluster-14032.25,Cluster_14032_25.p3
Cluster-14032.24,Cluster_14032_24.p1
Cluster-14032.24,Cluster_14032_24.p2
Cluster-14032.24,Cluster_14032_24.p3
Cluster-14032.26,Cluster_14032_26.p1
Cluster-14032.26,Cluster_14032_26.p2
Cluster-14032.23,Cluster_14032_23.p1
Cluster-14032.23,Cluster_14032_23.p2
Cluster-2172.3,Cluster_2172_3.p1
Cluster-6207.3,Cluster_6207_3.p1
Cluster-6207.4,Cluster_6207_4.p1
Cluster-12769.0,Cluster_12769_0.p1
Cluster-35557.0,Cluster_35557_0.p1
Cluster-12235.0,Cluster_12235_0.p1
Cluster-1220.0,Cluster_1220_0.p1
Cluster-9320.0,Cluster_9320_0.p1
Cluster-55026.0,Cluster_55026_0.p1
Cluster-55026.1,Cluster_55026_1.p1
Cluster-21688.0,Cluster_21688_0.p1
Cluster-21688.0,Cluster_21688_0.p2
Cluster-10820.0,Cluster_10820_0.p1
Cluster-53228.0,Cluster_53228_0.p1
Cluster-43224.0,Cluster_43224_0.p1
Cluster-15318.2,Cluster_15318_2.p1
Cluster-45015.0,Cluster_45015_0.p1
Cluster-45015.3,Cluster_45015_3.p1
Cluster-45015.2,Cluster_45015_2.p1
Cluster-52673.1,Cluster_52673_1.p1
Cluster-51107.1,Cluster_51107_1.p1
Cluster-29154.0,Cluster_29154_0.p1
Cluster-50524.0,Cluster_50524_0.p1
Cluster-50524.0,Cluster_50524_0.p2
Cluster-53269.0,Cluster_53269_0.p1
Cluster-53269.0,Cluster_53269_0.p2
Cluster-53269.0,Cluster_53269_0.p3
Cluster-53269.0,Cluster_53269_0.p4
Cluster-21081.0,Cluster_21081_0.p1
Cluster-44688.0,Cluster_44688_0.p1
Cluster-44536.1,Cluster_44536_1.p1
Cluster-44536.1,Cluster_44536_1.p2
Cluster-59131.0,Cluster_59131_0.p1
Cluster-12741.0,Cluster_12741_0.p1
Cluster-40419.8,Cluster_40419_8.p1
Cluster-40419.8,Cluster_40419_8.p2
Cluster-34127.0,Cluster_34127_0.p1
Cluster-40419.2,Cluster_40419_2.p1
Cluster-40419.2,Cluster_40419_2.p2
Cluster-40419.0,Cluster_40419_0.p1
Cluster-40419.6,Cluster_40419_6.p1
Cluster-40419.6,Cluster_40419_6.p2
Cluster-40419.6,Cluster_40419_6.p3
Cluster-40419.5,Cluster_40419_5.p1
Cluster-40419.5,Cluster_40419_5.p2
Cluster-40419.5,Cluster_40419_5.p3
Cluster-49570.18,Cluster_49570_18.p1
Cluster-49570.18,Cluster_49570_18.p2
Cluster-38689.0,Cluster_38689_0.p1
Cluster-38689.2,Cluster_38689_2.p1
Cluster-38689.2,Cluster_38689_2.p2
Cluster-46485.0,Cluster_46485_0.p1
Cluster-28667.1,Cluster_28667_1.p1
Cluster-28667.3,Cluster_28667_3.p1
Cluster-28667.2,Cluster_28667_2.p1
Cluster-58907.0,Cluster_58907_0.p1
Cluster-58907.0,Cluster_58907_0.p2
Cluster-34542.7,Cluster_34542_7.p1
Cluster-34542.7,Cluster_34542_7.p2
Cluster-34542.8,Cluster_34542_8.p1
Cluster-34542.8,Cluster_34542_8.p2
Cluster-30178.1,Cluster_30178_1.p1
Cluster-30178.5,Cluster_30178_5.p1
Cluster-40109.2,Cluster_40109_2.p1
Cluster-1361.0,Cluster_1361_0.p1
Cluster-61313.0,Cluster_61313_0.p1
Cluster-37545.0,Cluster_37545_0.p1
Cluster-22373.2,Cluster_22373_2.p1
Cluster-22373.2,Cluster_22373_2.p2
Cluster-22373.2,Cluster_22373_2.p3
Cluster-22373.2,Cluster_22373_2.p4
Cluster-22373.2,Cluster_22373_2.p5
Cluster-22373.2,Cluster_22373_2.p6
Cluster-42265.2,Cluster_42265_2.p1
Cluster-42265.1,Cluster_42265_1.p1
Cluster-42265.0,Cluster_42265_0.p1
Cluster-39750.3,Cluster_39750_3.p1
Cluster-39750.3,Cluster_39750_3.p2
Cluster-56831.1,Cluster_56831_1.p1
Cluster-56831.0,Cluster_56831_0.p1
Cluster-17852.0,Cluster_17852_0.p1
Cluster-17852.0,Cluster_17852_0.p2
Cluster-17852.0,Cluster_17852_0.p3
Cluster-60469.1,Cluster_60469_1.p1
Cluster-57886.0,Cluster_57886_0.p1
Cluster-57886.1,Cluster_57886_1.p1
Cluster-27168.0,Cluster_27168_0.p1
Cluster-45744.0,Cluster_45744_0.p1
Cluster-28783.0,Cluster_28783_0.p1
Cluster-37408.10,Cluster_37408_10.p1
Cluster-37408.10,Cluster_37408_10.p2
Cluster-45040.0,Cluster_45040_0.p1
Cluster-45040.0,Cluster_45040_0.p2
Cluster-45040.0,Cluster_45040_0.p3
Cluster-45040.0,Cluster_45040_0.p4
Cluster-45040.0,Cluster_45040_0.p5
Cluster-45040.0,Cluster_45040_0.p6
Cluster-56061.0,Cluster_56061_0.p1
Cluster-8335.0,Cluster_8335_0.p1
Cluster-8335.0,Cluster_8335_0.p2
Cluster-57932.0,Cluster_57932_0.p1
Cluster-57932.0,Cluster_57932_0.p2
Cluster-19384.0,Cluster_19384_0.p1
Cluster-49055.0,Cluster_49055_0.p1
Cluster-49055.0,Cluster_49055_0.p2
Cluster-49055.0,Cluster_49055_0.p3
Cluster-49055.0,Cluster_49055_0.p4
Cluster-49055.0,Cluster_49055_0.p5
Cluster-19403.0,Cluster_19403_0.p1
Cluster-20060.0,Cluster_20060_0.p1
Cluster-20060.0,Cluster_20060_0.p2
Cluster-45160.1,Cluster_45160_1.p1
Cluster-45160.1,Cluster_45160_1.p2
Cluster-45160.1,Cluster_45160_1.p3
Cluster-45160.1,Cluster_45160_1.p4
Cluster-45160.1,Cluster_45160_1.p5
Cluster-62275.0,Cluster_62275_0.p1
Cluster-39322.1,Cluster_39322_1.p1
Cluster-39322.1,Cluster_39322_1.p2
Cluster-39322.1,Cluster_39322_1.p3
Cluster-39322.0,Cluster_39322_0.p1
Cluster-39322.0,Cluster_39322_0.p2
Cluster-39322.0,Cluster_39322_0.p3
Cluster-36665.0,Cluster_36665_0.p1
Cluster-36665.0,Cluster_36665_0.p2
Cluster-36665.0,Cluster_36665_0.p3
Cluster-52270.1,Cluster_52270_1.p1
Cluster-52270.1,Cluster_52270_1.p2
Cluster-39013.4,Cluster_39013_4.p1
Cluster-39013.4,Cluster_39013_4.p2
Cluster-39013.5,Cluster_39013_5.p1
Cluster-39013.5,Cluster_39013_5.p2
Cluster-19458.0,Cluster_19458_0.p1
Cluster-33141.0,Cluster_33141_0.p1
Cluster-33141.0,Cluster_33141_0.p2
Cluster-33126.1,Cluster_33126_1.p1
Cluster-33126.0,Cluster_33126_0.p1
Cluster-61451.1,Cluster_61451_1.p1
Cluster-33450.0,Cluster_33450_0.p1
Cluster-61451.0,Cluster_61451_0.p1
Cluster-62629.0,Cluster_62629_0.p1
Cluster-51741.3,Cluster_51741_3.p1
Cluster-51741.3,Cluster_51741_3.p2
Cluster-43105.1,Cluster_43105_1.p1
Cluster-43105.1,Cluster_43105_1.p2
Cluster-43105.1,Cluster_43105_1.p3
Cluster-2663.41,Cluster_2663_41.p1
Cluster-2663.41,Cluster_2663_41.p2
Cluster-13668.0,Cluster_13668_0.p1
Cluster-13668.1,Cluster_13668_1.p1
Cluster-13668.1,Cluster_13668_1.p2
Cluster-43105.6,Cluster_43105_6.p1
Cluster-49558.0,Cluster_49558_0.p1
Cluster-23691.3,Cluster_23691_3.p1
Cluster-23691.3,Cluster_23691_3.p2
Cluster-23691.4,Cluster_23691_4.p1
Cluster-23691.4,Cluster_23691_4.p2
Cluster-23691.4,Cluster_23691_4.p3
Cluster-4515.0,Cluster_4515_0.p1
Cluster-33907.0,Cluster_33907_0.p1
Cluster-29992.0,Cluster_29992_0.p1
Cluster-39930.0,Cluster_39930_0.p1
Cluster-49488.0,Cluster_49488_0.p1
Cluster-49488.0,Cluster_49488_0.p2
Cluster-49488.0,Cluster_49488_0.p3
Cluster-55567.0,Cluster_55567_0.p1
